챕터,스테이지,55% 적정투력,75% 적정투력,100% 적정투력,120% 적정투력
153,153-12,100M 676K,134M 235K,167M 794K,201M 352K
153,153-13,100M 712K,134M 282K,167M 852K,201M 423K
153,153-14,100M 747K,134M 329K,167M 911K,201M 493K
153,153-15,100M 782K,134M 376K,167M 970K,201M 564K
153,153-16,100M 817K,134M 423K,168M 29K,201M 634K
153,153-17,100M 853K,134M 470K,168M 87K,201M 705K
153,153-18,100M 888K,134M 517K,168M 146K,201M 775K
153,153-19,100M 923K,134M 564K,168M 205K,201M 846K
153,153-20,100M 958K,134M 611K,168M 264K,201M 916K
153,153-21,100M 994K,134M 658K,168M 323K,201M 987K
153,153-22,101M 29K,134M 705K,168M 382K,202M 58K
153,153-23,101M 64K,134M 752K,168M 440K,202M 128K
153,153-24,101M 100K,134M 800K,168M 499K,202M 199K
153,153-25,101M 135K,134M 847K,168M 558K,202M 270K
153,153-26,101M 170K,134M 894K,168M 617K,202M 340K
153,153-27,101M 206K,134M 941K,168M 676K,202M 411K
153,153-28,101M 241K,134M 988K,168M 735K,202M 482K
153,153-29,101M 277K,135M 35K,168M 794K,202M 553K
153,153-30,101M 312K,135M 83K,168M 853K,202M 624K
154,154-1,101M 348K,135M 130K,168M 912K,202M 695K
154,154-2,101M 383K,135M 177K,168M 971K,202M 765K
154,154-3,101M 418K,135M 224K,169M 30K,202M 836K
154,154-4,101M 454K,135M 272K,169M 89K,202M 907K
154,154-5,101M 489K,135M 319K,169M 149K,202M 978K
154,154-6,101M 525K,135M 366K,169M 208K,203M 49K
154,154-7,101M 560K,135M 414K,169M 267K,203M 120K
154,154-8,101M 596K,135M 461K,169M 326K,203M 191K
154,154-9,101M 631K,135M 508K,169M 385K,203M 262K
154,154-10,101M 667K,135M 556K,169M 445K,203M 333K
154,154-11,101M 703K,135M 603K,169M 504K,203M 405K
154,154-12,101M 738K,135M 651K,169M 563K,203M 476K
154,154-13,101M 774K,135M 698K,169M 622K,203M 547K
154,154-14,101M 809K,135M 745K,169M 682K,203M 618K
154,154-15,101M 845K,135M 793K,169M 741K,203M 689K
154,154-16,101M 880K,135M 840K,169M 800K,203M 760K
154,154-17,101M 916K,135M 888K,169M 860K,203M 832K
154,154-18,101M 952K,135M 935K,169M 919K,203M 903K
154,154-19,101M 987K,135M 983K,169M 979K,203M 974K
154,154-20,102M 23K,136M 31K,170M 38K,204M 46K
154,154-21,102M 59K,136M 78K,170M 98K,204M 117K
154,154-22,102M 94K,136M 126K,170M 157K,204M 188K
154,154-23,102M 130K,136M 173K,170M 217K,204M 260K
154,154-24,102M 166K,136M 221K,170M 276K,204M 331K
154,154-25,102M 202K,136M 269K,170M 336K,204M 403K
154,154-26,102M 237K,136M 316K,170M 395K,204M 474K
154,154-27,102M 273K,136M 364K,170M 455K,204M 546K
154,154-28,102M 309K,136M 412K,170M 514K,204M 617K
154,154-29,102M 345K,136M 459K,170M 574K,204M 689K
154,154-30,102M 380K,136M 507K,170M 634K,204M 760K
155,155-1,102M 416K,136M 555K,170M 693K,204M 832K
155,155-2,102M 452K,136M 603K,170M 753K,204M 904K
155,155-3,102M 488K,136M 650K,170M 813K,204M 975K
155,155-4,102M 524K,136M 698K,170M 872K,205M 47K
155,155-5,102M 560K,136M 746K,170M 932K,205M 119K
155,155-6,102M 595K,136M 794K,170M 992K,205M 190K
155,155-7,102M 631K,136M 842K,171M 52K,205M 262K
155,155-8,102M 667K,136M 889K,171M 112K,205M 334K
155,155-9,102M 703K,136M 937K,171M 171K,205M 406K
155,155-10,102M 739K,136M 985K,171M 231K,205M 478K
155,155-11,102M 775K,137M 33K,171M 291K,205M 549K
155,155-12,102M 811K,137M 81K,171M 351K,205M 621K
155,155-13,102M 847K,137M 129K,171M 411K,205M 693K
155,155-14,102M 883K,137M 177K,171M 471K,205M 765K
155,155-15,102M 919K,137M 225K,171M 531K,205M 837K
155,155-16,102M 955K,137M 273K,171M 591K,205M 909K
155,155-17,102M 991K,137M 321K,171M 651K,205M 981K
155,155-18,103M 27K,137M 369K,171M 711K,206M 53K
155,155-19,103M 63K,137M 417K,171M 771K,206M 125K
155,155-20,103M 99K,137M 465K,171M 831K,206M 197K
155,155-21,103M 135K,137M 513K,171M 891K,206M 269K
155,155-22,103M 171K,137M 561K,171M 951K,206M 341K
155,155-23,103M 207K,137M 609K,172M 11K,206M 414K
155,155-24,103M 243K,137M 657K,172M 72K,206M 486K
155,155-25,103M 279K,137M 706K,172M 132K,206M 558K
155,155-26,103M 315K,137M 754K,172M 192K,206M 630K
155,155-27,103M 352K,137M 802K,172M 252K,206M 703K
155,155-28,103M 388K,137M 850K,172M 312K,206M 775K
155,155-29,103M 424K,137M 898K,172M 373K,206M 847K
155,155-30,103M 460K,137M 946K,172M 433K,206M 919K
156,156-1,103M 496K,137M 995K,172M 493K,206M 992K
156,156-2,103M 532K,138M 43K,172M 554K,207M 64K
156,156-3,103M 569K,138M 91K,172M 614K,207M 137K
156,156-4,103M 605K,138M 140K,172M 674K,207M 209K
156,156-5,103M 641K,138M 188K,172M 735K,207M 282K
156,156-6,103M 677K,138M 236K,172M 795K,207M 354K
156,156-7,103M 714K,138M 285K,172M 856K,207M 427K
156,156-8,103M 750K,138M 333K,172M 916K,207M 499K
156,156-9,103M 786K,138M 381K,172M 976K,207M 572K
156,156-10,103M 822K,138M 430K,173M 37K,207M 644K
156,156-11,103M 859K,138M 478K,173M 97K,207M 717K
156,156-12,103M 895K,138M 526K,173M 158K,207M 789K
156,156-13,103M 931K,138M 575K,173M 219K,207M 862K
156,156-14,103M 968K,138M 623K,173M 279K,207M 935K
156,156-15,104M 4K,138M 672K,173M 340K,208M 8K
156,156-16,104M 40K,138M 720K,173M 400K,208M 80K
156,156-17,104M 77K,138M 769K,173M 461K,208M 153K
156,156-18,104M 113K,138M 817K,173M 522K,208M 226K
156,156-19,104M 150K,138M 866K,173M 582K,208M 299K
156,156-20,104M 186K,138M 915K,173M 643K,208M 372K
156,156-21,104M 222K,138M 963K,173M 704K,208M 444K
156,156-22,104M 259K,139M 12K,173M 764K,208M 517K
156,156-23,104M 295K,139M 60K,173M 825K,208M 590K
156,156-24,104M 332K,139M 109K,173M 886K,208M 663K
156,156-25,104M 368K,139M 158K,173M 947K,208M 736K
156,156-26,104M 405K,139M 206K,174M 8K,208M 809K
156,156-27,104M 441K,139M 255K,174M 69K,208M 882K
156,156-28,104M 478K,139M 304K,174M 129K,208M 955K
156,156-29,104M 514K,139M 352K,174M 190K,209M 28K
156,156-30,104M 551K,139M 401K,174M 251K,209M 101K
157,157-1,104M 587K,139M 450K,174M 312K,209M 174K
157,157-2,104M 624K,139M 499K,174M 373K,209M 248K
157,157-3,104M 661K,139M 547K,174M 434K,209M 321K
157,157-4,104M 697K,139M 596K,174M 495K,209M 394K
157,157-5,104M 734K,139M 645K,174M 556K,209M 467K
157,157-6,104M 770K,139M 694K,174M 617K,209M 540K
157,157-7,104M 807K,139M 743K,174M 678K,209M 614K
157,157-8,104M 844K,139M 792K,174M 739K,209M 687K
157,157-9,104M 880K,139M 840K,174M 800K,209M 760K
157,157-10,104M 917K,139M 889K,174M 862K,209M 834K
157,157-11,104M 954K,139M 938K,174M 923K,209M 907K
157,157-12,104M 991K,139M 987K,174M 984K,209M 981K
157,157-13,105M 27K,140M 36K,175M 45K,210M 54K
157,157-14,105M 64K,140M 85K,175M 106K,210M 127K
157,157-15,105M 101K,140M 134K,175M 168K,210M 201K
157,157-16,105M 137K,140M 183K,175M 229K,210M 274K
157,157-17,105M 174K,140M 232K,175M 290K,210M 348K
157,157-18,105M 211K,140M 281K,175M 351K,210M 422K
157,157-19,105M 248K,140M 330K,175M 413K,210M 495K
157,157-20,105M 285K,140M 379K,175M 474K,210M 569K
157,157-21,105M 321K,140M 428K,175M 535K,210M 642K
157,157-22,105M 358K,140M 478K,175M 597K,210M 716K
157,157-23,105M 395K,140M 527K,175M 658K,210M 790K
157,157-24,105M 432K,140M 576K,175M 720K,210M 863K
157,157-25,105M 469K,140M 625K,175M 781K,210M 937K
157,157-26,105M 506K,140M 674K,175M 843K,211M 11K
157,157-27,105M 543K,140M 723K,175M 904K,211M 85K
157,157-28,105M 580K,140M 773K,175M 966K,211M 159K
157,157-29,105M 616K,140M 822K,176M 27K,211M 232K
157,157-30,105M 653K,140M 871K,176M 89K,211M 306K
158,158-1,105M 690K,140M 920K,176M 150K,211M 380K
158,158-2,105M 727K,140M 970K,176M 212K,211M 454K
158,158-3,105M 764K,141M 19K,176M 273K,211M 528K
158,158-4,105M 801K,141M 68K,176M 335K,211M 602K
158,158-5,105M 838K,141M 118K,176M 397K,211M 676K
158,158-6,105M 875K,141M 167K,176M 458K,211M 750K
158,158-7,105M 912K,141M 216K,176M 520K,211M 824K
158,158-8,105M 949K,141M 266K,176M 582K,211M 898K
158,158-9,105M 986K,141M 315K,176M 644K,211M 972K
158,158-10,106M 23K,141M 364K,176M 705K,212M 46K
158,158-11,106M 61K,141M 414K,176M 767K,212M 121K
158,158-12,106M 98K,141M 463K,176M 829K,212M 195K
158,158-13,106M 135K,141M 513K,176M 891K,212M 269K
158,158-14,106M 172K,141M 562K,176M 953K,212M 343K
158,158-15,106M 209K,141M 612K,177M 15K,212M 417K
158,158-16,106M 246K,141M 661K,177M 77K,212M 492K
158,158-17,106M 283K,141M 711K,177M 138K,212M 566K
158,158-18,106M 320K,141M 760K,177M 200K,212M 640K
158,158-19,106M 358K,141M 810K,177M 262K,212M 715K
158,158-20,106M 395K,141M 860K,177M 324K,212M 789K
158,158-21,106M 432K,141M 909K,177M 386K,212M 864K
158,158-22,106M 469K,141M 959K,177M 448K,212M 938K
158,158-23,106M 506K,142M 8K,177M 510K,213M 12K
158,158-24,106M 544K,142M 58K,177M 573K,213M 87K
158,158-25,106M 581K,142M 108K,177M 635K,213M 161K
158,158-26,106M 618K,142M 158K,177M 697K,213M 236K
158,158-27,106M 656K,142M 207K,177M 759K,213M 311K
158,158-28,106M 693K,142M 257K,177M 821K,213M 385K
158,158-29,106M 730K,142M 307K,177M 883K,213M 460K
158,158-30,106M 767K,142M 356K,177M 945K,213M 534K
159,159-1,106M 805K,142M 406K,178M 8K,213M 609K
159,159-2,106M 842K,142M 456K,178M 70K,213M 684K
159,159-3,106M 880K,142M 506K,178M 132K,213M 759K
159,159-4,106M 917K,142M 556K,178M 195K,213M 833K
159,159-5,106M 954K,142M 606K,178M 257K,213M 908K
159,159-6,106M 992K,142M 655K,178M 319K,213M 983K
159,159-7,107M 29K,142M 705K,178M 382K,214M 58K
159,159-8,107M 67K,142M 755K,178M 444K,214M 133K
159,159-9,107M 104K,142M 805K,178M 506K,214M 207K
159,159-10,107M 141K,142M 855K,178M 569K,214M 282K
159,159-11,107M 179K,142M 905K,178M 631K,214M 357K
159,159-12,107M 216K,142M 955K,178M 694K,214M 432K
159,159-13,107M 254K,143M 5K,178M 756K,214M 507K
159,159-14,107M 291K,143M 55K,178M 819K,214M 582K
159,159-15,107M 329K,143M 105K,178M 881K,214M 657K
159,159-16,107M 366K,143M 155K,178M 944K,214M 732K
159,159-17,107M 404K,143M 205K,179M 6K,214M 807K
159,159-18,107M 442K,143M 255K,179M 69K,214M 883K
159,159-19,107M 479K,143M 305K,179M 132K,214M 958K
159,159-20,107M 517K,143M 355K,179M 194K,215M 33K
159,159-21,107M 554K,143M 406K,179M 257K,215M 108K
159,159-22,107M 592K,143M 456K,179M 320K,215M 183K
159,159-23,107M 630K,143M 506K,179M 382K,215M 259K
159,159-24,107M 667K,143M 556K,179M 445K,215M 334K
159,159-25,107M 705K,143M 606K,179M 508K,215M 409K
159,159-26,107M 743K,143M 657K,179M 571K,215M 485K
159,159-27,107M 780K,143M 707K,179M 633K,215M 560K
159,159-28,107M 818K,143M 757K,179M 696K,215M 635K
159,159-29,107M 856K,143M 807K,179M 759K,215M 711K
159,159-30,107M 893K,143M 858K,179M 822K,215M 786K
160,160-1,107M 931K,143M 908K,179M 885K,215M 862K
160,160-2,107M 969K,143M 958K,179M 948K,215M 937K
160,160-3,108M 7K,144M 9K,180M 11K,216M 13K
160,160-4,108M 44K,144M 59K,180M 74K,216M 88K
160,160-5,108M 82K,144M 109K,180M 136K,216M 164K
160,160-6,108M 120K,144M 160K,180M 199K,216M 239K
160,160-7,108M 158K,144M 210K,180M 263K,216M 315K
160,160-8,108M 196K,144M 261K,180M 326K,216M 391K
160,160-9,108M 233K,144M 311K,180M 389K,216M 466K
160,160-10,108M 271K,144M 361K,180M 452K,216M 542K
160,160-11,108M 309K,144M 412K,180M 515K,216M 618K
160,160-12,108M 347K,144M 462K,180M 578K,216M 693K
160,160-13,108M 385K,144M 513K,180M 641K,216M 769K
160,160-14,108M 423K,144M 563K,180M 704K,216M 845K
160,160-15,108M 461K,144M 614K,180M 767K,216M 921K
160,160-16,108M 499K,144M 665K,180M 831K,216M 997K
160,160-17,108M 537K,144M 715K,180M 894K,217M 73K
160,160-18,108M 574K,144M 766K,180M 957K,217M 148K
160,160-19,108M 612K,144M 816K,181M 20K,217M 224K
160,160-20,108M 650K,144M 867K,181M 84K,217M 300K
160,160-21,108M 688K,144M 918K,181M 147K,217M 376K
160,160-22,108M 726K,144M 968K,181M 210K,217M 452K
160,160-23,108M 764K,145M 19K,181M 274K,217M 528K
160,160-24,108M 803K,145M 70K,181M 337K,217M 605K
160,160-25,108M 841K,145M 121K,181M 401K,217M 681K
160,160-26,108M 879K,145M 171K,181M 464K,217M 757K
160,160-27,108M 917K,145M 222K,181M 527K,217M 833K
160,160-28,108M 955K,145M 273K,181M 591K,217M 909K
160,160-29,108M 993K,145M 324K,181M 654K,217M 985K
160,160-30,109M 31K,145M 375K,181M 718K,218M 62K
161,161-1,109M 69K,145M 425K,181M 782K,218M 138K
161,161-2,109M 107K,145M 476K,181M 845K,218M 214K
161,161-3,109M 145K,145M 527K,181M 909K,218M 290K
161,161-4,109M 184K,145M 578K,181M 972K,218M 367K
161,161-5,109M 222K,145M 629K,182M 36K,218M 443K
161,161-6,109M 260K,145M 680K,182M 100K,218M 519K
161,161-7,109M 298K,145M 731K,182M 163K,218M 596K
161,161-8,109M 336K,145M 782K,182M 227K,218M 672K
161,161-9,109M 375K,145M 833K,182M 291K,218M 749K
161,161-10,109M 413K,145M 884K,182M 355K,218M 825K
161,161-11,109M 451K,145M 935K,182M 418K,218M 902K
161,161-12,109M 489K,145M 986K,182M 482K,218M 978K
161,161-13,109M 528K,146M 37K,182M 546K,219M 55K
161,161-14,109M 566K,146M 88K,182M 610K,219M 132K
161,161-15,109M 604K,146M 139K,182M 674K,219M 208K
161,161-16,109M 643K,146M 190K,182M 737K,219M 285K
161,161-17,109M 681K,146M 241K,182M 801K,219M 362K
161,161-18,109M 719K,146M 292K,182M 865K,219M 438K
161,161-19,109M 758K,146M 343K,182M 929K,219M 515K
161,161-20,109M 796K,146M 395K,182M 993K,219M 592K
161,161-21,109M 835K,146M 446K,183M 57K,219M 669K
161,161-22,109M 873K,146M 497K,183M 121K,219M 745K
161,161-23,109M 911K,146M 548K,183M 185K,219M 822K
161,161-24,109M 950K,146M 600K,183M 249K,219M 899K
161,161-25,109M 988K,146M 651K,183M 313K,219M 976K
161,161-26,110M 27K,146M 702K,183M 378K,220M 53K
161,161-27,110M 65K,146M 753K,183M 442K,220M 130K
161,161-28,110M 104K,146M 805K,183M 506K,220M 207K
161,161-29,110M 142K,146M 856K,183M 570K,220M 284K
161,161-30,110M 181K,146M 907K,183M 634K,220M 361K
162,162-1,110M 219K,146M 959K,183M 698K,220M 438K
162,162-2,110M 258K,147M 10K,183M 763K,220M 515K
162,162-3,110M 296K,147M 62K,183M 827K,220M 592K
162,162-4,110M 335K,147M 113K,183M 891K,220M 669K
162,162-5,110M 373K,147M 164K,183M 955K,220M 746K
162,162-6,110M 412K,147M 216K,184M 20K,220M 824K
162,162-7,110M 451K,147M 267K,184M 84K,220M 901K
162,162-8,110M 489K,147M 319K,184M 149K,220M 978K
162,162-9,110M 528K,147M 370K,184M 213K,221M 55K
162,162-10,110M 567K,147M 422K,184M 277K,221M 133K
162,162-11,110M 605K,147M 474K,184M 342K,221M 210K
162,162-12,110M 644K,147M 525K,184M 406K,221M 287K
162,162-13,110M 683K,147M 577K,184M 471K,221M 365K
162,162-14,110M 721K,147M 628K,184M 535K,221M 442K
162,162-15,110M 760K,147M 680K,184M 600K,221M 520K
162,162-16,110M 799K,147M 732K,184M 664K,221M 597K
162,162-17,110M 838K,147M 783K,184M 729K,221M 675K
162,162-18,110M 876K,147M 835K,184M 794K,221M 752K
162,162-19,110M 915K,147M 887K,184M 858K,221M 830K
162,162-20,110M 954K,147M 938K,184M 923K,221M 907K
162,162-21,110M 993K,147M 990K,184M 988K,221M 985K
162,162-22,111M 32K,148M 42K,185M 52K,222M 63K
162,162-23,111M 70K,148M 94K,185M 117K,222M 140K
162,162-24,111M 109K,148M 145K,185M 182K,222M 218K
162,162-25,111M 148K,148M 197K,185M 246K,222M 296K
162,162-26,111M 187K,148M 249K,185M 311K,222M 373K
162,162-27,111M 226K,148M 301K,185M 376K,222M 451K
162,162-28,111M 265K,148M 353K,185M 441K,222M 529K
162,162-29,111M 304K,148M 405K,185M 506K,222M 607K
162,162-30,111M 343K,148M 457K,185M 571K,222M 685K
163,163-1,111M 381K,148M 508K,185M 635K,222M 762K
163,163-2,111M 420K,148M 560K,185M 700K,222M 840K
163,163-3,111M 459K,148M 612K,185M 765K,222M 918K
163,163-4,111M 498K,148M 664K,185M 830K,222M 996K
163,163-5,111M 537K,148M 716K,185M 895K,223M 74K
163,163-6,111M 576K,148M 768K,185M 960K,223M 152K
163,163-7,111M 615K,148M 820K,186M 25K,223M 230K
163,163-8,111M 654K,148M 872K,186M 90K,223M 308K
163,163-9,111M 693K,148M 924K,186M 155K,223M 386K
163,163-10,111M 733K,148M 977K,186M 221K,223M 465K
163,163-11,111M 772K,149M 29K,186M 286K,223M 543K
163,163-12,111M 811K,149M 81K,186M 351K,223M 621K
163,163-13,111M 850K,149M 133K,186M 416K,223M 699K
163,163-14,111M 889K,149M 185K,186M 481K,223M 777K
163,163-15,111M 928K,149M 237K,186M 546K,223M 856K
163,163-16,111M 967K,149M 289K,186M 612K,223M 934K
163,163-17,112M 6K,149M 342K,186M 677K,224M 12K
163,163-18,112M 45K,149M 394K,186M 742K,224M 90K
163,163-19,112M 85K,149M 446K,186M 807K,224M 169K
163,163-20,112M 124K,149M 498K,186M 873K,224M 247K
163,163-21,112M 163K,149M 551K,186M 938K,224M 326K
163,163-22,112M 202K,149M 603K,187M 4K,224M 404K
163,163-23,112M 242K,149M 655K,187M 69K,224M 483K
163,163-24,112M 281K,149M 708K,187M 134K,224M 561K
163,163-25,112M 320K,149M 760K,187M 200K,224M 640K
163,163-26,112M 359K,149M 812K,187M 265K,224M 718K
163,163-27,112M 399K,149M 865K,187M 331K,224M 797K
163,163-28,112M 438K,149M 917K,187M 396K,224M 875K
163,163-29,112M 477K,149M 970K,187M 462K,224M 954K
163,163-30,112M 517K,150M 22K,187M 527K,225M 33K
164,164-1,112M 556K,150M 74K,187M 593K,225M 111K
164,164-2,112M 595K,150M 127K,187M 659K,225M 190K
164,164-3,112M 635K,150M 179K,187M 724K,225M 269K
164,164-4,112M 674K,150M 232K,187M 790K,225M 348K
164,164-5,112M 713K,150M 284K,187M 855K,225M 426K
164,164-6,112M 753K,150M 337K,187M 921K,225M 505K
164,164-7,112M 792K,150M 390K,187M 987K,225M 584K
164,164-8,112M 832K,150M 442K,188M 53K,225M 663K
164,164-9,112M 871K,150M 495K,188M 118K,225M 742K
164,164-10,112M 911K,150M 547K,188M 184K,225M 821K
164,164-11,112M 950K,150M 600K,188M 250K,225M 900K
164,164-12,112M 990K,150M 653K,188M 316K,225M 979K
164,164-13,113M 29K,150M 705K,188M 382K,226M 58K
164,164-14,113M 69K,150M 758K,188M 448K,226M 137K
164,164-15,113M 108K,150M 811K,188M 513K,226M 216K
164,164-16,113M 148K,150M 864K,188M 579K,226M 295K
164,164-17,113M 187K,150M 916K,188M 645K,226M 374K
164,164-18,113M 227K,150M 969K,188M 711K,226M 453K
164,164-19,113M 267K,151M 22K,188M 777K,226M 533K
164,164-20,113M 306K,151M 75K,188M 843K,226M 612K
164,164-21,113M 346K,151M 128K,188M 909K,226M 691K
164,164-22,113M 385K,151M 180K,188M 975K,226M 770K
164,164-23,113M 425K,151M 233K,189M 42K,226M 850K
164,164-24,113M 465K,151M 286K,189M 108K,226M 929K
164,164-25,113M 504K,151M 339K,189M 174K,227M 8K
164,164-26,113M 544K,151M 392K,189M 240K,227M 88K
164,164-27,113M 584K,151M 445K,189M 306K,227M 167K
164,164-28,113M 624K,151M 498K,189M 372K,227M 247K
164,164-29,113M 663K,151M 551K,189M 439K,227M 326K
164,164-30,113M 703K,151M 604K,189M 505K,227M 406K
165,165-1,113M 743K,151M 657K,189M 571K,227M 485K
165,165-2,113M 783K,151M 710K,189M 637K,227M 565K
165,165-3,113M 822K,151M 763K,189M 704K,227M 644K
165,165-4,113M 862K,151M 816K,189M 770K,227M 724K
165,165-5,113M 902K,151M 869K,189M 836K,227M 804K
165,165-6,113M 942K,151M 922K,189M 903K,227M 883K
165,165-7,113M 982K,151M 975K,189M 969K,227M 963K
165,165-8,114M 22K,152M 29K,190M 36K,228M 43K
165,165-9,114M 61K,152M 82K,190M 102K,228M 122K
165,165-10,114M 101K,152M 135K,190M 169K,228M 202K
165,165-11,114M 141K,152M 188K,190M 235K,228M 282K
165,165-12,114M 181K,152M 241K,190M 302K,228M 362K
165,165-13,114M 221K,152M 295K,190M 368K,228M 442K
165,165-14,114M 261K,152M 348K,190M 435K,228M 521K
165,165-15,114M 301K,152M 401K,190M 501K,228M 601K
165,165-16,114M 341K,152M 454K,190M 568K,228M 681K
165,165-17,114M 381K,152M 508K,190M 635K,228M 761K
165,165-18,114M 421K,152M 561K,190M 701K,228M 841K
165,165-19,114M 461K,152M 614K,190M 768K,228M 921K
165,165-20,114M 501K,152M 668K,190M 835K,229M 1K
165,165-21,114M 541K,152M 721K,190M 901K,229M 81K
165,165-22,114M 581K,152M 775K,190M 968K,229M 162K
165,165-23,114M 621K,152M 828K,191M 35K,229M 242K
165,165-24,114M 661K,152M 881K,191M 102K,229M 322K
165,165-25,114M 701K,152M 935K,191M 168K,229M 402K
165,165-26,114M 741K,152M 988K,191M 235K,229M 482K
165,165-27,114M 782K,153M 42K,191M 302K,229M 563K
165,165-28,114M 822K,153M 95K,191M 369K,229M 643K
165,165-29,114M 862K,153M 149K,191M 436K,229M 723K
165,165-30,114M 902K,153M 202K,191M 503K,229M 803K
166,166-1,114M 942K,153M 256K,191M 570K,229M 884K
166,166-2,114M 982K,153M 310K,191M 637K,229M 964K
166,166-3,115M 23K,153M 363K,191M 704K,230M 45K
166,166-4,115M 63K,153M 417K,191M 771K,230M 125K
166,166-5,115M 103K,153M 471K,191M 838K,230M 206K
166,166-6,115M 143K,153M 524K,191M 905K,230M 286K
166,166-7,115M 184K,153M 578K,191M 972K,230M 367K
166,166-8,115M 224K,153M 632K,192M 39K,230M 447K
166,166-9,115M 264K,153M 685K,192M 107K,230M 528K
166,166-10,115M 304K,153M 739K,192M 174K,230M 608K
166,166-11,115M 345K,153M 793K,192M 241K,230M 689K
166,166-12,115M 385K,153M 847K,192M 308K,230M 770K
166,166-13,115M 425K,153M 900K,192M 375K,230M 850K
166,166-14,115M 466K,153M 954K,192M 443K,230M 931K
166,166-15,115M 506K,154M 8K,192M 510K,231M 12K
166,166-16,115M 547K,154M 62K,192M 577K,231M 93K
166,166-17,115M 587K,154M 116K,192M 645K,231M 173K
166,166-18,115M 627K,154M 170K,192M 712K,231M 254K
166,166-19,115M 668K,154M 224K,192M 779K,231M 335K
166,166-20,115M 708K,154M 278K,192M 847K,231M 416K
166,166-21,115M 749K,154M 332K,192M 914K,231M 497K
166,166-22,115M 789K,154M 385K,192M 982K,231M 578K
166,166-23,115M 830K,154M 439K,193M 49K,231M 659K
166,166-24,115M 870K,154M 493K,193M 117K,231M 740K
166,166-25,115M 911K,154M 548K,193M 184K,231M 821K
166,166-26,115M 951K,154M 602K,193M 252K,231M 902K
166,166-27,115M 992K,154M 656K,193M 319K,231M 983K
166,166-28,116M 32K,154M 710K,193M 387K,232M 64K
166,166-29,116M 73K,154M 764K,193M 455K,232M 145K
166,166-30,116M 114K,154M 818K,193M 522K,232M 227K
167,167-1,116M 154K,154M 872K,193M 590K,232M 308K
167,167-2,116M 195K,154M 926K,193M 658K,232M 389K
167,167-3,116M 235K,154M 980K,193M 725K,232M 470K
167,167-4,116M 276K,155M 35K,193M 793K,232M 552K
167,167-5,116M 317K,155M 89K,193M 861K,232M 633K
167,167-6,116M 357K,155M 143K,193M 929K,232M 714K
167,167-7,116M 398K,155M 197K,193M 997K,232M 796K
167,167-8,116M 439K,155M 252K,194M 64K,232M 877K
167,167-9,116M 480K,155M 306K,194M 132K,232M 959K
167,167-10,116M 520K,155M 360K,194M 200K,233M 40K
167,167-11,116M 561K,155M 415K,194M 268K,233M 122K
167,167-12,116M 602K,155M 469K,194M 336K,233M 203K
167,167-13,116M 643K,155M 523K,194M 404K,233M 285K
167,167-14,116M 683K,155M 578K,194M 472K,233M 366K
167,167-15,116M 724K,155M 632K,194M 540K,233M 448K
167,167-16,116M 765K,155M 686K,194M 608K,233M 529K
167,167-17,116M 806K,155M 741K,194M 676K,233M 611K
167,167-18,116M 847K,155M 795K,194M 744K,233M 693K
167,167-19,116M 888K,155M 850K,194M 812K,233M 775K
167,167-20,116M 928K,155M 904K,194M 880K,233M 856K
167,167-21,116M 969K,155M 959K,194M 949K,233M 938K
167,167-22,117M 10K,156M 13K,195M 17K,234M 20K
167,167-23,117M 51K,156M 68K,195M 85K,234M 102K
167,167-24,117M 92K,156M 123K,195M 153K,234M 184K
167,167-25,117M 133K,156M 177K,195M 221K,234M 266K
167,167-26,117M 174K,156M 232K,195M 290K,234M 347K
167,167-27,117M 215K,156M 286K,195M 358K,234M 429K
167,167-28,117M 256K,156M 341K,195M 426K,234M 511K
167,167-29,117M 297K,156M 396K,195M 495K,234M 593K
167,167-30,117M 338K,156M 450K,195M 563K,234M 675K
168,168-1,117M 379K,156M 505K,195M 631K,234M 758K
